"trial","log10n","n","index","t","k","x1","x2","x3","abs_x2x3","abs_x2x3_quantile","radius_quantile","leverage","leverage_quantile","leverage_x_n_over_p","residual","std_residual","deriv_error","deriv_error_quantile","y","fitted"
20,4.8,63096,15674,156.74,0.532259791147477,-17.4059477289319,-4.61734449799675,12.4927815403383,57.6834761099562,0.999461138582478,0.999920755673894,0.00145857368918617,0.998795486243185,30.6767218309636,11.9558134400131,25.2104577481817,15.1837297224511,0.999778115886902,-92.9611570856314,-104.916970525645
20,4.8,63096,15676,156.76,0.664452359402171,-17.9359870278237,0.0253431931141596,11.8941527140421,0.301435809161275,0.323617978952707,0.99987320907823,0.000684283464038506,0.994706479016102,14.3918498156579,-14.0129830656398,-29.5482795273451,-16.0447618888183,0.999793964752124,38.6024190725023,52.6154021381421
20,4.8,63096,15677,156.77,1.42355173178318,-17.0694634861079,2.13137305504162,10.4971847435429,22.3734167161812,0.986496766831495,0.999778115886902,0.00152198466777329,0.998906428299734,32.0103815326079,-19.0457646511397,-40.1605835879322,-21.7344895377637,0.999936604539115,92.0134991092909,111.059263760431
20,4.8,63096,15678,156.78,1.01260299575369,-15.76810694242,3.85858316591703,8.64095585571961,33.3418468023119,0.995039305185749,0.999445289717256,0.00210759125376908,0.999461138582478,44.3268592492714,-15.2092708952337,-32.0708150230654,-16.8148010217962,0.999841511347788,124.371089337623,139.580360232856
20,4.8,63096,60929,609.29,0.992240523589082,-14.4226147971713,-7.83187379758687,10.5964383978491,82.9899682358579,0.999904906808673,0.999667173830354,0.003503840225827,0.999904906808673,73.6927676295934,15.2123706026153,32.0773511774113,17.6445560244337,0.99987320907823,-170.992387618456,-186.204758221071
20,4.8,63096,60930,609.3,1.03954729771689,-16.1483188389547,-6.12264473200853,11.7316114908461,71.8284892923993,0.999793964752124,0.999809813617345,0.00241849615886501,0.999603778369469,50.865811213249,16.4303092244797,34.6455403115466,19.8892368293094,0.999889057943451,-131.725372475313,-148.155681699793
20,4.8,63096,60933,609.33,0.714361020927302,-17.535045262652,0.430822120835642,11.4427153807491,4.92977490845296,0.840497020413338,0.999841511347788,0.000788674049990421,0.99594269050336,16.5873926193985,-14.6532975523772,-30.898469658233,-16.8291375888028,0.999857360213009,49.5172125728118,64.170510125189
20,4.8,63096,60934,609.34,1.29183144010237,-16.5941777664225,2.40413456084409,9.98332016163278,24.001245032553,0.988525421579815,0.999651324965133,0.00157299556168079,0.998953974895398,33.0832426532703,-17.9624842945306,-37.8763397096921,-20.2878954513143,0.999904906808673,96.7021339966904,114.664618291221
20,4.8,63096,60935,609.35,0.759829252860654,-15.2959883130475,4.00157977602973,8.13618968283697,32.5576120887822,0.994627234689996,0.999286801065044,0.00200863321697869,0.999381894256371,42.2455738194959,-13.1905391972498,-27.8140448390632,-14.3687350336862,0.999762267021681,123.426362321198,136.616901518448
1,4.6,39811,10989,109.89,0.754194938441895,13.6805576051818,-7.65706772826659,-10.4738285262016,80.1988143993762,0.999849287885258,0.999346914169451,0.00527081061836165,0.999799050513677,69.9454138425319,-9.04861265027986,-19.7266447648102,-10.9537322057109,0.999572982341564,156.884326128793,165.932938779073
