"trial","log10n","n","snr","variant","p_selected","truth_in_selected","n_spurious_selected","p_final","success","truth_in_final","n_spurious_final","selected"
7,4,10000,49,"min/1se",17,FALSE,13,17,FALSE,FALSE,12,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
7,4,10000,49,"1se/1se",11,FALSE,5,10,FALSE,FALSE,3,"x3;x1^2;x2^2;x1 x3;x3^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
8,4,10000,49,"min/min",23,TRUE,16,8,TRUE,TRUE,0,"x1;x2;x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
8,4,10000,49,"min/1se",11,FALSE,6,11,FALSE,FALSE,5,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4"
8,4,10000,49,"1se/1se",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
9,4,10000,49,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
9,4,10000,49,"min/1se",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
9,4,10000,49,"1se/1se",18,FALSE,13,16,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x1^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^2 x2^2 x3"
10,4,10000,49,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
10,4,10000,49,"min/1se",11,TRUE,4,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
10,4,10000,49,"1se/1se",11,TRUE,4,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
11,4,10000,49,"min/min",32,FALSE,26,20,FALSE,FALSE,13,"x3;x1^2;x1 x2;x2^2;x2 x3;x1^3;x1^2 x2;x1^2 x3;x1 x2 x3;x2 x3^2;x3^3;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x2^2 x3^2;x2 x3^3;x3^4;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x2^5;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x2^3 x3^2;x1 x2 x3^3;x2^2 x3^3"
11,4,10000,49,"min/1se",17,FALSE,11,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x2^3;x1^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3"
11,4,10000,49,"1se/1se",17,FALSE,11,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x2^3;x1^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3"
12,4,10000,49,"min/min",40,FALSE,34,27,FALSE,FALSE,20,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
12,4,10000,49,"min/1se",22,FALSE,17,18,FALSE,FALSE,12,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x2 x3^2;x3^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
12,4,10000,49,"1se/1se",22,FALSE,17,18,FALSE,FALSE,12,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x2 x3^2;x3^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
13,4,10000,49,"min/min",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^3 x3;x1^2 x3^2;x1 x3^3"
13,4,10000,49,"min/1se",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x1 x3^3"
13,4,10000,49,"1se/1se",21,FALSE,16,19,FALSE,FALSE,13,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x1^2 x2;x2^2 x3;x3^3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^2 x3^3"
14,4,10000,49,"min/min",25,TRUE,18,8,TRUE,TRUE,0,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^2 x2;x2^3;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x2 x3^3;x3^4"
14,4,10000,49,"min/1se",14,FALSE,8,12,FALSE,FALSE,5,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x2^3;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
14,4,10000,49,"1se/1se",14,FALSE,8,12,FALSE,FALSE,5,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x2^3;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
15,4,10000,49,"min/min",21,FALSE,16,21,FALSE,FALSE,15,"x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3"
15,4,10000,49,"min/1se",17,FALSE,12,17,FALSE,FALSE,11,"x3;x1^2;x2^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
15,4,10000,49,"1se/1se",17,FALSE,12,17,FALSE,FALSE,11,"x3;x1^2;x2^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,4,10000,49,"min/min",23,TRUE,16,8,TRUE,TRUE,0,"x2;x3;x1^2;x1 x2;x2^2;x1^2 x2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3"
16,4,10000,49,"min/1se",15,FALSE,10,16,FALSE,FALSE,10,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,4,10000,49,"1se/1se",15,FALSE,10,16,FALSE,FALSE,10,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
17,4,10000,49,"min/min",15,TRUE,8,8,TRUE,TRUE,0,"x1;x3;x1^2;x1 x2;x2^2;x1 x3;x1^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^3 x3;x1 x2^2 x3;x1 x3^3"
17,4,10000,49,"min/1se",18,FALSE,12,16,FALSE,FALSE,9,"x3;x1^2;x2^2;x1 x3;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3"
17,4,10000,49,"1se/1se",18,FALSE,12,15,FALSE,FALSE,8,"x3;x1^2;x2^2;x1 x3;x1^3;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^3 x2;x1^2 x2^2;x2^4;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3"
18,4,10000,49,"min/min",20,FALSE,14,19,FALSE,FALSE,12,"x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x1 x3^3"
18,4,10000,49,"min/1se",13,FALSE,7,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^2 x3^2;x2^2 x3^2"
18,4,10000,49,"1se/1se",13,FALSE,7,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^2 x3^2;x2^2 x3^2"
19,4,10000,49,"min/min",11,TRUE,4,10,FALSE,TRUE,2,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x1^4 x3"
19,4,10000,49,"min/1se",12,FALSE,6,12,FALSE,FALSE,5,"x3;x1^2;x2^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3"
19,4,10000,49,"1se/1se",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
0,3.8,6310,49,"min/min",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x3^4"
0,3.8,6310,49,"min/1se",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x3^4"
0,3.8,6310,49,"1se/1se",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x3^4"
1,3.8,6310,49,"min/min",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
1,3.8,6310,49,"min/1se",11,FALSE,5,11,FALSE,FALSE,4,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^2 x3^2"
1,3.8,6310,49,"1se/1se",11,FALSE,5,11,FALSE,FALSE,4,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^2 x3^2"
2,3.8,6310,49,"min/min",38,FALSE,32,19,FALSE,FALSE,12,"x1;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1^4 x3;x1^3 x2 x3;x1 x2^3 x3;x2^4 x3;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
2,3.8,6310,49,"min/1se",21,FALSE,15,16,FALSE,FALSE,9,"x2;x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4;x1^5;x1 x2^3 x3"
2,3.8,6310,49,"1se/1se",19,FALSE,13,17,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4;x1^5;x1 x2^3 x3"
3,3.8,6310,49,"min/min",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2"
3,3.8,6310,49,"min/1se",21,TRUE,14,8,TRUE,TRUE,0,"x1;x2;x3;x1^2;x2^2;x2 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2"
3,3.8,6310,49,"1se/1se",21,TRUE,14,8,TRUE,TRUE,0,"x1;x2;x3;x1^2;x2^2;x2 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2"
4,3.8,6310,49,"min/min",16,TRUE,9,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x3^4;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
4,3.8,6310,49,"min/1se",14,FALSE,8,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x2^4 x3"
4,3.8,6310,49,"1se/1se",20,FALSE,14,17,FALSE,FALSE,10,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x2 x3;x1 x2^2 x3"
5,3.8,6310,49,"min/min",16,FALSE,10,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x3^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
5,3.8,6310,49,"min/1se",15,FALSE,10,13,FALSE,FALSE,7,"x3;x1^2;x2^2;x1 x2^2;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3"
5,3.8,6310,49,"1se/1se",13,FALSE,7,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1 x2^2 x3;x2^2 x3^2;x1 x3^3;x3^4"
6,3.8,6310,49,"min/min",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4"
6,3.8,6310,49,"min/1se",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
6,3.8,6310,49,"1se/1se",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
7,3.8,6310,49,"min/min",14,TRUE,7,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
7,3.8,6310,49,"min/1se",14,FALSE,9,13,FALSE,FALSE,7,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
7,3.8,6310,49,"1se/1se",11,FALSE,5,10,FALSE,FALSE,3,"x3;x1^2;x2^2;x1 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2"
8,3.8,6310,49,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
8,3.8,6310,49,"min/1se",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
8,3.8,6310,49,"1se/1se",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
9,3.8,6310,49,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
9,3.8,6310,49,"min/1se",10,TRUE,3,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
9,3.8,6310,49,"1se/1se",22,FALSE,17,20,FALSE,FALSE,14,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x1^4;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3"
10,3.8,6310,49,"min/min",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
10,3.8,6310,49,"min/1se",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
10,3.8,6310,49,"1se/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
11,3.8,6310,49,"min/min",20,TRUE,13,8,TRUE,TRUE,0,"x3;x1^2;x1 x2;x2^2;x1^2 x2;x1^2 x3;x2^2 x3;x3^3;x1 x2^3;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x2^2 x3^2;x1^4 x2;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2;x2^2 x3^3"
11,3.8,6310,49,"min/1se",20,FALSE,14,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x1^2 x2;x2^3;x1^2 x3;x3^3;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^2 x3^3;x2^2 x3^3"
11,3.8,6310,49,"1se/1se",17,FALSE,11,16,FALSE,FALSE,9,"x3;x1^2;x2^2;x1^2 x2;x2^3;x1^2 x3;x3^3;x1^3 x3;x1 x2^2 x3;x2^3 x3;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x2^2 x3^3"
12,3.8,6310,49,"min/min",17,TRUE,10,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3"
12,3.8,6310,49,"min/1se",21,TRUE,14,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x2^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3"
12,3.8,6310,49,"1se/1se",28,FALSE,22,17,FALSE,FALSE,11,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x2^3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x2;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x2^2 x3^3"
13,3.8,6310,49,"min/min",17,FALSE,11,17,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3"
13,3.8,6310,49,"min/1se",16,FALSE,10,17,FALSE,FALSE,10,"x1;x3;x1^2;x2^2;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3"
13,3.8,6310,49,"1se/1se",16,FALSE,10,16,FALSE,FALSE,9,"x1;x3;x1^2;x2^2;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3"
14,3.8,6310,49,"min/min",11,FALSE,5,12,FALSE,FALSE,5,"x3;x1^2;x2^2;x2 x3;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
14,3.8,6310,49,"min/1se",12,FALSE,6,11,FALSE,FALSE,4,"x3;x1^2;x2^2;x1 x3;x1^3;x2^3;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
14,3.8,6310,49,"1se/1se",11,FALSE,5,11,FALSE,FALSE,4,"x3;x1^2;x2^2;x1 x3;x2^3;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
15,3.8,6310,49,"min/min",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2"
15,3.8,6310,49,"min/1se",13,FALSE,7,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x2^4;x1^2 x3^2;x2^2 x3^2"
15,3.8,6310,49,"1se/1se",13,FALSE,7,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x2^4;x1^2 x3^2;x2^2 x3^2"
16,3.8,6310,49,"min/min",26,TRUE,19,8,TRUE,TRUE,0,"x3;x1^2;x1 x2;x2^2;x2 x3;x3^2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x2^3 x3^2;x2^2 x3^3"
16,3.8,6310,49,"min/1se",14,FALSE,9,15,FALSE,FALSE,9,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,3.8,6310,49,"1se/1se",14,FALSE,9,15,FALSE,FALSE,9,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
17,3.8,6310,49,"min/min",11,TRUE,4,11,FALSE,TRUE,3,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
17,3.8,6310,49,"min/1se",10,TRUE,3,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3"
17,3.8,6310,49,"1se/1se",10,TRUE,3,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3"
18,3.8,6310,49,"min/min",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2"
