"trial","sweep","log10n","n","snr","trimmed_p","trimmed_max_degree","selected","selected_intercept","screen_exact_truth","truth_in_selected","seconds"
0,"snr",3.69897000433602,5000,5,55,5,"x3;x1^2;x2^2;x1^3;x1^2 x3;x2^2 x3;x1^3 x2;x1 x2^3;x2^3 x3;x1^3 x2^2;x2^5;x1^4 x3",TRUE,FALSE,FALSE,2.82820653915405
0,"snr",3.69897000433602,5000,10,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^2 x3^2;x1^2 x2^2 x3;x1 x2^2 x3^2",TRUE,FALSE,FALSE,2.75570940971375
0,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1 x2^4;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x3^3",TRUE,FALSE,FALSE,2.64026212692261
0,"snr",3.69897000433602,5000,20,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4",TRUE,FALSE,FALSE,2.53396892547607
0,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2",TRUE,FALSE,FALSE,2.75052189826965
0,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x3^4",TRUE,FALSE,TRUE,2.77386951446533
0,"snr",3.69897000433602,5000,35,34,4,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3",TRUE,FALSE,TRUE,2.62881088256836
0,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x3;x1^2 x3^2;x3^4",TRUE,FALSE,TRUE,2.67016768455505
0,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x3^4",TRUE,FALSE,TRUE,2.55869436264038
0,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x3^4",TRUE,FALSE,TRUE,2.66644906997681
0,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x3^4",TRUE,FALSE,TRUE,2.64819312095642
0,"snr",3.69897000433602,5000,60,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4",TRUE,FALSE,TRUE,3.02522969245911
0,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2 x3^3;x3^4",TRUE,FALSE,TRUE,2.25315070152283
1,"snr",3.69897000433602,5000,1,55,5,"x1^2 x2;x1^2 x3;x1 x2^2 x3;x1^2 x2^2 x3",FALSE,FALSE,FALSE,2.77335166931152
1,"snr",3.69897000433602,5000,5,34,4,"x2^2;x1^2 x3;x1^2 x2^2;x1 x2^2 x3",TRUE,FALSE,FALSE,2.2677161693573
1,"snr",3.69897000433602,5000,10,9,2,"x3;x1^2;x2^2;x3^2",TRUE,FALSE,FALSE,2.12869572639465
1,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2;x1^2 x2;x2^3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^5;x1^3 x2^2;x1^2 x2^3;x1^2 x2 x3^2",TRUE,FALSE,FALSE,2.71294474601746
1,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.6551833152771
1,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x1 x3;x1^2 x3^2;x2^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.6521532535553
1,"snr",3.69897000433602,5000,30,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x2;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,2.49233436584473
1,"snr",3.69897000433602,5000,35,34,4,"x3;x1^2;x2^2;x2^3;x1^2 x3;x1 x2 x3;x3^3;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2",TRUE,FALSE,FALSE,2.6136372089386
1,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.66995573043823
1,"snr",3.69897000433602,5000,45,55,5,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1 x2^4;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,3.09594774246216
1,"snr",3.69897000433602,5000,50,34,4,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1 x2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,2.67796921730042
1,"snr",3.69897000433602,5000,55,34,4,"x2;x3;x1^2;x2^2;x2 x3;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,2.51530313491821
1,"snr",3.69897000433602,5000,60,34,4,"x2;x3;x1^2;x2^2;x2 x3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,2.65639138221741
1,"snr",3.69897000433602,5000,Inf,55,5,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x1 x2 x3^3;x2^2 x3^3;x1 x3^4;x3^5",TRUE,FALSE,TRUE,2.58754253387451
2,"snr",3.69897000433602,5000,1,55,5,"x1^3 x2^2",FALSE,FALSE,FALSE,2.83060908317566
2,"snr",3.69897000433602,5000,5,55,5,"x1 x3;x1 x2 x3;x1^2 x2^2;x1 x2 x3^2;x1^2 x2^2 x3;x1 x2^3 x3",FALSE,FALSE,FALSE,2.80690312385559
2,"snr",3.69897000433602,5000,10,55,5,"x2^2;x2^2 x3",FALSE,FALSE,FALSE,2.71724939346313
2,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2;x1^4;x1^2 x2^2;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^3 x2 x3",TRUE,FALSE,FALSE,2.64183354377747
2,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^2 x3^2;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.73174548149109
2,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.8617947101593
2,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.78635907173157
2,"snr",3.69897000433602,5000,35,55,5,"x2;x3;x1^2;x2^2;x1 x3;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.88006496429443
2,"snr",3.69897000433602,5000,40,55,5,"x1;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x3^4;x1^5;x1^3 x2^2;x1^2 x2^3;x1^4 x3;x1^3 x2 x3;x1 x2^3 x3",TRUE,FALSE,FALSE,3.12235379219055
2,"snr",3.69897000433602,5000,45,55,5,"x1;x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^3 x3^2;x1^2 x3^3;x1 x3^4",TRUE,FALSE,TRUE,3.50881576538086
2,"snr",3.69897000433602,5000,50,55,5,"x1;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x2^4;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3;x1 x3^4",TRUE,FALSE,FALSE,3.44700980186462
2,"snr",3.69897000433602,5000,55,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^5;x1^3 x2^2;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3",TRUE,FALSE,TRUE,3.07701945304871
2,"snr",3.69897000433602,5000,60,55,5,"x1;x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^5;x1^3 x2^2;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^3 x3^2;x1^2 x3^3;x1 x3^4",TRUE,FALSE,FALSE,3.24415683746338
2,"snr",3.69897000433602,5000,Inf,55,5,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3",TRUE,FALSE,FALSE,2.52365922927856
3,"snr",3.69897000433602,5000,1,19,3,"x2^2",FALSE,FALSE,FALSE,2.36703681945801
3,"snr",3.69897000433602,5000,5,55,5,"x2^2;x1^2 x2^2 x3",FALSE,FALSE,FALSE,2.64526224136353
3,"snr",3.69897000433602,5000,10,55,5,"x3;x1^2;x2^2;x1^2 x2;x2^2 x3;x3^3;x1 x2^2 x3;x1^2 x3^2;x1 x2^4;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.62538433074951
3,"snr",3.69897000433602,5000,15,55,5,"x2;x3;x1^2;x1 x2;x2^2;x3^2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1 x2 x3^2;x3^4;x1^3 x2^2;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x1 x2^2 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,3.02983665466309
3,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^2 x3^2;x2^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.95768475532532
3,"snr",3.69897000433602,5000,25,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.39931058883667
3,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,FALSE,2.84948515892029
3,"snr",3.69897000433602,5000,35,55,5,"x2;x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2",TRUE,FALSE,TRUE,2.82937097549438
3,"snr",3.69897000433602,5000,40,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^3;x1^2 x3^3",TRUE,FALSE,TRUE,3.01323747634888
3,"snr",3.69897000433602,5000,45,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,3.07733941078186
3,"snr",3.69897000433602,5000,50,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,TRUE,3.10102224349976
3,"snr",3.69897000433602,5000,55,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,TRUE,3.25114989280701
3,"snr",3.69897000433602,5000,60,55,5,"x1;x2;x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,TRUE,2.94399642944336
3,"snr",3.69897000433602,5000,Inf,55,5,"x1;x2;x3;x1^2;x2^2;x1 x3;x2 x3;x2^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^4 x2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,TRUE,2.38254952430725
4,"snr",3.69897000433602,5000,1,55,5,"x1^2;x2^2;x2 x3;x2^3 x3;x1^2 x2^3",TRUE,FALSE,FALSE,2.72008037567139
4,"snr",3.69897000433602,5000,5,55,5,"x1^2;x1^2 x2;x1 x2 x3;x1^3 x2;x1^3 x3;x1^3 x2 x3;x1 x2^3 x3",FALSE,FALSE,FALSE,2.79880738258362
4,"snr",3.69897000433602,5000,10,9,2,"x3;x1^2;x2^2;x3^2",TRUE,FALSE,FALSE,2.29484033584595
4,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2;x1 x3;x1^2 x2;x1 x2^2;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1 x2^2 x3;x1 x2 x3^2;x2^2 x3^2;x1^3 x2^2;x1 x2^4;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2 x3^3",TRUE,FALSE,FALSE,2.75196266174316
4,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^2 x2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^2 x2^3;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.92342495918274
4,"snr",3.69897000433602,5000,25,34,4,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2",TRUE,FALSE,FALSE,2.62889981269836
4,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x1 x3;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2 x3^2",TRUE,FALSE,TRUE,2.87390065193176
4,"snr",3.69897000433602,5000,35,34,4,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1 x2^2 x3;x1 x2 x3^2;x3^4",TRUE,FALSE,TRUE,2.7967734336853
4,"snr",3.69897000433602,5000,40,55,5,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x2^4;x1^3 x3;x2^2 x3^2;x3^4;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2",TRUE,FALSE,TRUE,3.06200337409973
4,"snr",3.69897000433602,5000,45,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x2^4 x3",TRUE,FALSE,TRUE,2.98934149742126
4,"snr",3.69897000433602,5000,50,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x3^4;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,TRUE,2.92659974098206
4,"snr",3.69897000433602,5000,55,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x3^4;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,TRUE,3.15545153617859
4,"snr",3.69897000433602,5000,60,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2",TRUE,FALSE,TRUE,3.18507099151611
4,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x2 x3^3;x3^4;x1^2 x2^3;x2^5;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2",TRUE,FALSE,TRUE,2.55341386795044
5,"snr",3.69897000433602,5000,1,34,4,"x1^2 x2^2",FALSE,FALSE,FALSE,2.338951587677
5,"snr",3.69897000433602,5000,5,55,5,"x1^2 x3;x2^2 x3;x2^4 x3",FALSE,FALSE,FALSE,2.69331693649292
5,"snr",3.69897000433602,5000,10,9,2,"x3;x1^2;x2^2;x3^2",TRUE,FALSE,FALSE,2.28787064552307
5,"snr",3.69897000433602,5000,15,34,4,"x3;x1^2;x2^2;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.39781641960144
5,"snr",3.69897000433602,5000,20,34,4,"x3;x1^2;x2^2;x2^2 x3;x3^3;x1^4;x1^2 x3^2",TRUE,FALSE,FALSE,2.52270364761353
5,"snr",3.69897000433602,5000,25,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2",TRUE,FALSE,FALSE,2.47988605499268
5,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x1^2 x2;x3^3;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,2.76506924629211
5,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3",TRUE,FALSE,FALSE,3.03909993171692
5,"snr",3.69897000433602,5000,40,55,5,"x3;x1^2;x2^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3",TRUE,FALSE,FALSE,3.13921213150024
5,"snr",3.69897000433602,5000,45,34,4,"x1;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4",TRUE,FALSE,FALSE,2.72421169281006
5,"snr",3.69897000433602,5000,50,34,4,"x1;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4",TRUE,FALSE,TRUE,2.78041791915894
5,"snr",3.69897000433602,5000,55,34,4,"x1;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4",TRUE,FALSE,FALSE,2.73270177841187
5,"snr",3.69897000433602,5000,60,34,4,"x1;x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4",TRUE,FALSE,FALSE,2.72914361953735
5,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x2 x3;x3^2;x1 x2^2;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2",TRUE,FALSE,FALSE,2.44337844848633
6,"snr",3.69897000433602,5000,1,55,5,"x3;x1^2;x2^2;x1^2 x2;x1 x2^2;x1^2 x3;x1^2 x2^2;x1 x2^3;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x1^2 x2^3;x1 x2^4;x1^3 x2 x3",TRUE,FALSE,FALSE,2.82254338264465
6,"snr",3.69897000433602,5000,5,55,5,"x1^2;x1^2 x3;x1 x2 x3;x1^2 x3^2;x1 x2 x3^2;x1^2 x2^2 x3",FALSE,FALSE,FALSE,2.97558426856995
6,"snr",3.69897000433602,5000,10,55,5,"x3;x1^2;x2^2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1 x2^4;x1^3 x2 x3;x1 x2^3 x3;x1^2 x3^3",TRUE,FALSE,FALSE,2.66595864295959
6,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x1^2 x3;x2^2 x3;x1^4;x1^2 x2^2;x2^4;x3^4;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.78360033035278
6,"snr",3.69897000433602,5000,20,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.51775527000427
6,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2",TRUE,FALSE,FALSE,2.83217644691467
6,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1 x3^3;x3^4;x1^3 x2 x3;x1^2 x2^2 x3;x1^3 x3^2",TRUE,FALSE,FALSE,2.74614810943604
6,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1 x3^3;x3^4;x1^3 x2^2;x1^2 x2^2 x3;x1^3 x3^2",TRUE,FALSE,FALSE,2.96658444404602
6,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x3^4",TRUE,FALSE,TRUE,2.71921873092651
6,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4",TRUE,FALSE,TRUE,2.71711349487305
6,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4",TRUE,FALSE,TRUE,2.77066588401794
6,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.54983353614807
6,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.78903818130493
6,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x3^5",TRUE,FALSE,TRUE,2.53972625732422
7,"snr",3.69897000433602,5000,1,55,5,"x1^2 x2^2",TRUE,FALSE,FALSE,2.75791382789612
