"system","eq","trial","snr","log10n","n","sg_order","sg_window","states","m","p","stride","arm","K","selected","selected_intercept","n_selected","kept","kept_intercept","n_kept","n_true_kept","n_spurious_selected","n_spurious_kept","success","max_rel_coef_err","int_mean","int_lo","int_hi","ols_int_true_support","ols_int_se","ols_int_t","sigma_true_support","rho1_true_support","sigma_kept","det_error_mean","det_error_sd","det_error_max","t_stan_s"
"rossler",3,3,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,4.39470688177355e-05,0.199901761903548,0.198931134803279,0.200848851834513,0.199868377800575,0.000615716189381853,324.611210891227,0.0171480174627579,-0.298262052110912,0.0171480269097046,-3.4616153493442e-10,9.44691715911594e-07,1.16947738028617e-05,3.56920576095581
"rossler",3,3,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.90650456486795e-05,0.199860154501208,0.199419363090782,0.200276772003953,0.19985939801072,0.000268975972854994,743.038108160185,0.00506841862868538,0.185923536172342,0.00506842013906544,-5.40241250534813e-07,1.68793130161217e-05,0.000114733878081086,5.3617889881134
"rossler",3,3,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,7.10353929993757e-05,0.19986332436047,0.199250908364681,0.200445828188132,0.199866824038316,0.000360777295536575,553.989473592176,0.0068030922962244,-0.127536062469284,0.00680310226986789,8.32087872627268e-09,4.6788850356354e-07,4.79584440710168e-06,4.50904822349548
"rossler",3,3,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.34214136839448e-05,0.199863415098743,0.199224639433871,0.20054962168572,0.199877922703897,0.00040303634113893,495.930273034604,0.0112227156418516,0.132592295302275,0.0112227297711247,-9.77044014760663e-06,0.00032723408746856,0.00245887305143527,4.55866956710815
"rossler",3,3,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,4.77112901610959e-05,0.199880873537819,0.198842765033805,0.200886608276129,0.199868627459447,0.000607787812020163,328.846060264229,0.0169272082148406,-0.285933252452368,0.0169272117765564,-3.4616153493442e-10,9.44691715911594e-07,1.16947738028617e-05,3.62953925132751
"rossler",3,3,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.9125672420898e-05,0.1998647833638,0.199427205269841,0.200304007877488,0.199859478678793,0.000269002911271014,742.963998919102,0.00506892622771521,0.185934592298475,0.00506892789944338,-5.40241250534813e-07,1.68793130161217e-05,0.000114733878081086,5.67352485656738
"rossler",3,3,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.9273065781105e-05,0.199852040726191,0.199294748150843,0.200451744631085,0.199866919315135,0.000360744037835037,554.040811082042,0.00680246514793871,-0.127410376215422,0.00680247683184309,8.32087872627268e-09,4.6788850356354e-07,4.79584440710168e-06,4.66468572616577
"rossler",3,4,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,8.45314443833544e-05,0.1998473966777,0.198493812564031,0.201141578784549,0.199823432308869,0.000802765752423602,248.918730906979,0.0538878908084797,0.675123839677773,0.0538878921307674,1.58321061078535e-05,0.00438942111593283,0.267209569187298,4.14666080474854
"rossler",3,4,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.54824367253737e-05,0.199812129352097,0.198972677267072,0.200653760448035,0.199804925515553,0.000520297385652162,384.020621716385,0.0142040398081814,0.152857056107701,0.0142040464324374,-6.41736949955887e-06,0.000409179578348546,0.00294583252437236,2.74607038497925
"rossler",3,4,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,4.83981467757214e-05,0.199788772805578,0.198534860782318,0.201018128728686,0.199774419072086,0.000755758965004029,264.336155206602,0.0206390002724553,-0.22220656349875,0.0206390038869093,2.2901791038678e-08,1.11202931585062e-06,9.22181352508433e-06,2.23604822158813
"rossler",3,4,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.3671051078691e-05,0.199836597221102,0.199226752223239,0.200401358825409,0.199825034829495,0.000354764402161673,563.261233686097,0.00654563272806371,0.205006826041689,0.00654564032302633,-2.75491617757734e-07,2.09805351593502e-05,0.000112957055993956,2.85308194160461
"rossler",3,4,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.43830389168904e-05,0.199799352261212,0.199031075240541,0.200520928695861,0.199797474048876,0.000479781229780589,416.434536507914,0.00886283504797392,-0.125514822376699,0.00886283548884334,2.63008234212288e-08,7.58844998125421e-07,6.81796982321403e-06,2.91378355026245
"rossler",3,4,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.56873875190433e-05,0.199805905702684,0.198909292781657,0.200664344626527,0.199800022042117,0.000518843018257562,385.08761804892,0.0141643359522293,0.155179768334231,0.0141643389550142,-6.41736949955887e-06,0.000409179578348546,0.00294583252437236,2.66205167770386
"rossler",3,4,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,4.64854576660918e-05,0.199785379608786,0.198510978914566,0.201039733234261,0.199777329027512,0.000747678129353876,267.196967764932,0.0204183206726668,-0.211337390188451,0.0204183259973207,2.2901791038678e-08,1.11202931585062e-06,9.22181352508433e-06,2.17294383049011
"rossler",3,4,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.18664740416501e-05,0.199819563983613,0.199255961156424,0.200401883930494,0.199824576091292,0.000354719686824505,563.330944160858,0.00654480767952501,0.205174870240953,0.00654481347062319,-2.75491617757734e-07,2.09805351593502e-05,0.000112957055993956,3.10078907012939
"rossler",3,4,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.53723046508603e-05,0.199769704826082,0.19897833052401,0.200575547576352,0.199797360420612,0.000479655998950271,416.543024287967,0.00886052166521981,-0.125391494973968,0.0088605233272939,2.63008234212288e-08,7.58844998125421e-07,6.81796982321403e-06,2.37843942642212
"rossler",3,5,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000169645859391154,0.199732742198968,0.198432111017418,0.201042353403754,0.199759645269586,0.000802576888655911,248.897829096633,0.0544931894350038,0.684714791302084,0.0544932072534788,-5.95053417459978e-06,0.00300687783608624,0.156855612954172,4.15281677246094
"rossler",3,5,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.23776060250558e-05,0.199723074754647,0.198951579498481,0.200531299567282,0.199740384995029,0.000516984785326263,386.356408668728,0.0142811730258401,0.104191457646464,0.0142811879070036,-6.22980055082497e-06,0.000428324617476296,0.00247019510410668,2.67280673980713
"rossler",3,5,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,8.33882304286635e-05,0.199740412812887,0.198551836832808,0.200947459781706,0.199718074394916,0.000755349272787735,264.404933704146,0.0208714781456599,-0.246599974970189,0.0208714792517928,4.50496066424618e-08,1.16505462704443e-06,1.00994808935329e-05,2.39729619026184
"rossler",3,5,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000111206417287266,0.199714688082637,0.199183967806301,0.200275657928133,0.199724627397209,0.00032897548549501,607.110973927686,0.00614423375464862,0.194383097388955,0.00614426173225204,-2.39115727697996e-07,2.17276856191356e-05,0.000115334898876551,3.2118284702301
"rossler",3,5,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000105743669923722,0.199726931372818,0.198932519941879,0.200480950081097,0.199728624846719,0.000470131972917593,424.835230004084,0.0087893006958113,-0.200492354063132,0.00878930252410016,4.74803911077196e-08,7.38798163575725e-07,5.94701725448177e-06,2.86563348770142
"rossler",3,5,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.03689860298362e-05,0.199704414526637,0.198868539249654,0.200543519154887,0.199735274482183,0.000515544573583916,387.425810912298,0.0142413886621649,0.106326603794938,0.0142414185671758,-6.22980055082497e-06,0.000428324617476296,0.00247019510410668,2.91726446151733
"rossler",3,5,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,8.13534022808133e-05,0.199732622412784,0.198494366045924,0.200947778498449,0.199721425552477,0.000747629633760319,267.139525419756,0.0206581724223208,-0.235827675939514,0.0206581761454701,4.50496066424618e-08,1.16505462704443e-06,1.00994808935329e-05,2.42022180557251
"rossler",3,5,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000111463491826856,0.19972453988187,0.199201153571448,0.200283250306496,0.199724848097236,0.000328929929189444,607.195728857517,0.00614338288784147,0.194521358689091,0.00614339655917958,-2.39115727697996e-07,2.17276856191356e-05,0.000115334898876551,3.14383149147034
"rossler",3,5,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000105249876618218,0.199719027825513,0.198970253378897,0.200453562178279,0.199728665711763,0.000469931621043965,425.016442324229,0.00878555501363358,-0.200291240420432,0.00878556844327627,4.74803911077196e-08,7.38798163575725e-07,5.94701725448177e-06,2.55949020385742
"rossler",3,6,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,7.83537414368318e-05,0.199770210974323,0.198289607228942,0.201179282347286,0.199757657073275,0.000861568595736643,231.853456662359,0.0581791307706234,0.703313699073095,0.0581791357370096,-1.58246077023492e-06,0.00177549465001949,0.016875911241523,3.91973829269409
"rossler",3,6,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.00010136270232084,0.199803837897401,0.198946801631504,0.200698679583338,0.199816845885581,0.000545714645818317,366.156282256176,0.0149961730058529,0.117268180134689,0.0149961888384094,-3.53781137785089e-06,0.000414071102295881,0.00237562931577601,2.61991548538208
"rossler",3,6,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.1714671634748e-05,0.19978329901024,0.198496845701628,0.201100799573555,0.199788177522708,0.000819615984467181,243.75827376352,0.0225289553296882,-0.265878925598085,0.0225289988953193,6.88947184551669e-10,1.16528713917121e-06,1.13766165796281e-05,2.05470943450928
"rossler",3,6,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.38769137634068e-05,0.199818124755302,0.199209612532324,0.200459158870786,0.199828304392858,0.00036455250535148,548.146841564553,0.00677756484671017,0.263188471151182,0.00677757242879889,1.72506649870297e-08,2.08824890822933e-05,0.000110847977229878,2.85507321357727
"rossler",3,6,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.65987414208616e-05,0.199821608531245,0.199009299971424,0.200644250170211,0.199840306360749,0.000495370727381007,403.41565481128,0.00921862288565031,-0.153166348166124,0.00921864145431046,5.09511890348521e-09,7.65534608925472e-07,6.56121752201644e-06,2.64600038528442
"rossler",3,6,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000100747520469961,0.19980094924803,0.19893869259261,0.200726283277648,0.199811372116296,0.000544743769813481,366.798820268675,0.0149694933660074,0.119866768330879,0.0149694937355085,-3.53781137785089e-06,0.000414071102295881,0.00237562931577601,2.53096389770508
"rossler",3,6,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.82126902259504e-05,0.199793670421127,0.198463714102746,0.201079987584552,0.199791379773808,0.000809373540730057,246.846937439536,0.0222474191688934,-0.255323236733498,0.0222474217420953,6.88947184551669e-10,1.16528713917121e-06,1.13766165796281e-05,2.14227247238159
"rossler",3,6,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.26852499207156e-05,0.199839902496886,0.199228827005614,0.20042867394854,0.19982831162431,0.00036454083772091,548.164405594791,0.00677734791705768,0.263176683004604,0.00677738138447509,1.72506649870297e-08,2.08824890822933e-05,0.000110847977229878,3.10221242904663
"rossler",3,6,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.58451067229782e-05,0.199820732691534,0.198958378802142,0.200651653728407,0.19984004908906,0.000495293144390214,403.478326628355,0.0092171790817248,-0.152878445138073,0.00921720135159565,5.09511890348521e-09,7.65534608925472e-07,6.56121752201644e-06,2.96652340888977
"rossler",3,7,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000264759598720332,0.199811126025078,0.198644645969158,0.200946525039467,0.199791398174481,0.000693481017228779,288.099303673614,0.0468332649823153,0.691020059655787,0.0468332775257579,-1.49593619546963e-05,0.00185579516099558,0.0821737000757963,3.90128946304321
"rossler",3,7,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000126278978009758,0.199922878934931,0.199158068840838,0.200656151634834,0.199922452022459,0.000449703968370091,444.564571549277,0.0123561968927633,0.14921757190711,0.0123562101983087,-4.7081092070921e-06,0.000342918171397579,0.00247209006589061,2.42892909049988
"rossler",3,7,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000174630475012624,0.199896751247266,0.198803029706598,0.201006752021325,0.199882449786975,0.000667542033041771,299.430507583434,0.0183467228577549,-0.252887271386323,0.0183467294521678,2.95065782149439e-08,1.02377406647657e-06,1.17104460343742e-05,2.04225015640259
"rossler",3,7,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000170139866453935,0.199914995540566,0.199437297958036,0.200383435699987,0.199908830651983,0.000308420666697658,648.169374615715,0.00572922935430779,0.249799722712258,0.00572929220294897,-1.81935074593741e-07,1.76621505151231e-05,0.000116832875643513,2.86807489395142
"rossler",3,7,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000180584901110075,0.199906136104784,0.199248728246842,0.200594152298558,0.199907419671187,0.000417613363785998,478.690188117706,0.00776557774111254,-0.109919785604568,0.00776558713680678,3.12406537609913e-08,6.63684481694726e-07,6.69577774486951e-06,2.60867023468018
"rossler",3,7,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000130121928489078,0.199897935447811,0.199150367856961,0.200643906242121,0.19991100947617,0.000448868074052123,445.36695976501,0.0123332296500169,0.152404590862783,0.0123332308726039,-4.7081092070921e-06,0.000342918171397579,0.00247209006589061,2.46931290626526
"rossler",3,7,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000175084571684,0.199906528841934,0.198824835828464,0.200929303607932,0.199890242114255,0.000659638823771487,303.02983225181,0.0181295109715674,-0.241861763220482,0.0181295204157914,2.95065782149439e-08,1.02377406647657e-06,1.17104460343742e-05,2.07455682754517
"rossler",3,7,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000170288856483761,0.199920430975872,0.19938852059293,0.200442740936209,0.199908725424128,0.00030845575439446,648.095302409176,0.00572988113488349,0.249730651082745,0.00572992456988841,-1.81935074593741e-07,1.76621505151231e-05,0.000116832875643513,2.88265872001648
"rossler",3,7,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000183498309324635,0.19991710037759,0.199209744265047,0.200600949982194,0.199907460845083,0.000417588447707652,478.718848527714,0.00776511440659716,-0.109888892581431,0.0077651192528527,3.12406537609913e-08,6.63684481694726e-07,6.69577774486951e-06,2.62539958953857
"rossler",3,8,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000214296508229017,0.20032336454269,0.199389439381829,0.201304702695583,0.200333178997913,0.000576985547332622,347.206580691742,0.0384937324952705,0.691203919227682,0.0384937339233344,4.28375063955632e-06,0.000707662762627598,0.0249266712934741,4.84715580940247
"rossler",3,8,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000111636832133666,0.200451502342005,0.199855052625871,0.201044890275041,0.200446129121864,0.00035678161366327,561.817429614084,0.00966911580267319,0.100043253452588,0.00966911958020946,-1.07448345535881e-05,0.000249941577263084,0.00172536785777738,4.20436310768127
"rossler",3,8,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000153900126752426,0.2004141939598,0.199534465430819,0.201308948717405,0.200425139417591,0.000537935698109079,372.581964948811,0.0145823502624436,-0.286813571510454,0.0145823654255566,2.10881551461254e-08,6.75549226086233e-07,7.54261672958334e-06,3.60787773132324
"rossler",3,8,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000155834801077281,0.200408364554369,0.200025628869104,0.200797093351313,0.200404365269276,0.000231879221580894,864.261851074753,0.0042462676001302,0.245361134300797,0.00424626833077868,-4.87163030852109e-07,1.31774585578811e-05,8.34238024552403e-05,4.80105686187744
"rossler",3,8,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000167965344577303,0.200409443306352,0.199898527099334,0.200931604574147,0.200394434999513,0.00032161372831804,623.090426044703,0.00589574058810825,-0.140944772360823,0.00589577346197671,2.88583639981861e-08,4.57679463314856e-07,3.21353851545636e-06,4.31060314178467
"rossler",3,8,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000111183925848413,0.200433669755625,0.199848521274974,0.201019390783769,0.200438919963813,0.000356095644022066,562.879449183581,0.00965052549272867,0.103344228333304,0.00965052907111392,-1.07448345535881e-05,0.000249941577263084,0.00172536785777738,3.81797528266907
"rossler",3,8,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000154993721038998,0.200421931146843,0.199549074201753,0.20132458718301,0.200430689227607,0.000531501993537879,377.102422313534,0.0144079453886427,-0.276158551366237,0.0144079498017654,2.10881551461254e-08,6.75549226086233e-07,7.54261672958334e-06,3.35298156738281
"rossler",3,8,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000156209641526184,0.200395039626741,0.200022380860319,0.200793308428999,0.200404343126291,0.000231917957556134,864.117402714638,0.0042469769419351,0.245362118334804,0.00424698725818218,-4.87163030852109e-07,1.31774585578811e-05,8.34238024552403e-05,4.95883846282959
"rossler",3,8,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000169282673608828,0.200390856293159,0.199876455562438,0.200916426440143,0.200394489683392,0.000321548049100892,623.217868196469,0.00589453656101997,-0.140793478173716,0.00589454756766131,2.88583639981861e-08,4.57679463314856e-07,3.21353851545636e-06,4.04981803894043
"rossler",3,9,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000112192435097747,0.200143912922023,0.199049819496923,0.201216855386565,0.200146683244084,0.000649532896199831,308.139409743626,0.0418120792586753,0.694668330115553,0.0418120864665339,-2.11842303478105e-05,0.0016704806425167,0.101197599099746,5.7254753112793
"rossler",3,9,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,7.20153333531037e-05,0.200139517559976,0.199464106657743,0.200796246190227,0.200139194407709,0.000424063360863677,471.955874707242,0.0111061589358589,0.132722903261297,0.0111061589533119,-1.78176300941479e-06,0.000277110490781143,0.00229322845660535,4.08282017707825
"rossler",3,9,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000129469633542323,0.200163650080719,0.199148824261046,0.201193355182158,0.20012955560318,0.000621403436998063,322.060586870884,0.0162810909581149,-0.244297129526803,0.0162811140346523,2.13497738388583e-08,8.78192326950156e-07,7.93571488061362e-06,1.82267475128174
"rossler",3,9,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,8.24936646459662e-05,0.200140123955847,0.199697423965194,0.200598785540648,0.200141287736014,0.000278565768946419,718.470501573044,0.0049348838276954,0.223529955199146,0.00493489588878568,1.1676516587393e-08,1.47164299971018e-05,8.36512162180614e-05,3.39126706123352
"rossler",3,9,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000107444983126426,0.200128031416427,0.199497455549534,0.20076162395548,0.200131384771172,0.00037549187499856,532.98459459859,0.0066627320087897,-0.135867231885627,0.00666274385807045,1.93030973091875e-08,6.34548026225444e-07,4.73423052865796e-06,2.40793442726135
"rossler",3,9,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,7.4062209647785e-05,0.200137534245778,0.199437297460838,0.200854149325943,0.200140746467524,0.000423182749710607,472.94164661577,0.0110830960067918,0.135613544242018,0.0110831191125605,-1.78176300941479e-06,0.000277110490781143,0.00229322845660535,3.92741823196411
"rossler",3,9,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000129638144682254,0.200128554770333,0.199162527059784,0.201194032807433,0.200128990336541,0.000614909791562762,325.460731122728,0.0161109539183361,-0.233344171958042,0.016110954128393,2.13497738388583e-08,8.78192326950156e-07,7.93571488061362e-06,2.09757328033447
"rossler",3,9,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,8.44236565560319e-05,0.200141447994488,0.199690741428225,0.200597311643952,0.200141052836039,0.00027855611049332,718.494570022505,0.00493471271330128,0.223615138708472,0.00493473108064488,1.1676516587393e-08,1.47164299971018e-05,8.36512162180614e-05,2.87768697738647
"rossler",3,9,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000108065787583045,0.200140386338584,0.199522365897112,0.20076169453016,0.200131450391625,0.000375446164887702,533.049659600292,0.00666192090999188,-0.135720363586681,0.00666192189584018,1.93030973091875e-08,6.34548026225444e-07,4.73423052865796e-06,2.44996404647827
