"sweep","value","trial","pass2","final"
"n",4.6,17,"(Intercept)|x2|x3|x1^2|x1x2|x2^2|x1^3|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^4|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^3|x1^2x3|x2^2x3|x3^3|x1^3x2|x1^3x3"
"n",4.6,18,"(Intercept)|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x3^4|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,19,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x2x3|x1^2x2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,20,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2|x2^2x3^2|x1^4x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,21,"(Intercept)|x1|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,22,"(Intercept)|x1|x2|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1^2x2|x1x2^2|x2^3|x1^2x3|x1x2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x2^3x3|x2^2x3^2|x1x3^3|x3^4|x1^4x2|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^2x2x3^2","(Intercept)|x1|x2|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x2^3|x1^2x3|x1x2x3|x2^2x3|x1x3^2|x3^3|x1^2x2^2|x2^2x3^2|x1x3^3|x3^4|x1^4x2|x1x2^3x3|x2^4x3|x1^2x2x3^2"
"n",4.6,23,"(Intercept)|x2|x3|x1^2|x2^2|x3^2|x1^2x2|x1x2^2|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^4|x1^3x2|x1^2x2^2|x1x2^3|x2^4|x1^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x2|x2^2x3|x1x3^2|x3^3|x1^4|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3"
"n",4.6,24,"(Intercept)|x1|x3|x1^2|x2^2|x3^2|x1^2x2|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x1|x3|x1^2|x2^2|x3^2|x1^2x2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3"
"n",4.6,25,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,26,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x1^4x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,27,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x2x3|x2^3|x1^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x2^2x3^2|x3^4|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^3x2x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^2x3^3","(Intercept)|x2|x3|x1^2|x2^2|x2x3|x2^3|x1^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^3x2x3|x1^2x2^2x3|x2^4x3|x1^2x2x3^2|x1x2^2x3^2|x2^2x3^3"
"n",4.6,28,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^2x3|x2^2x3|x2x3^2|x3^3|x1^3x3|x1x2^2x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,29,"(Intercept)|x2|x3|x1^2|x2^2|x2x3|x3^2|x2^3|x1^2x3|x2^2x3|x2x3^2|x3^3|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1^2x3^2|x1^3x3^2|x2^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,30,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1^2x2|x1x2^2|x2^3|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^4x2|x2^5|x1^2x2^2x3|x1^2x2x3^2","(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^3|x1^2x2|x2^3|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1x2^2x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^4x2|x2^5|x1^2x2^2x3"
"n",4.6,31,"(Intercept)|x2|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x1^2x2|x1x2^2|x2^3|x1^2x3|x2^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^3x2^2|x1^2x2^3|x1x2^4|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^3x3^2|x1x2x3^3","(Intercept)|x3|x1^2|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3|x1^3x2^2|x1^2x2^3|x1x2^4"
"n",4.6,32,"(Intercept)|x1|x2|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^3|x1x2^2|x1^2x3|x2^2x3|x2x3^2|x1^4|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^3x2^2|x1x2^4|x1^4x3|x1^3x2x3|x1^2x2^2x3|x2^4x3|x1x2^2x3^2|x1^2x3^3|x1x3^4","(Intercept)|x1|x2|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^3|x1x2^2|x1^2x3|x2^2x3|x2x3^2|x1^4|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x2^3x3|x1x2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^3x2^2|x1x2^4|x1^3x2x3|x1^2x2^2x3|x1x2^2x3^2|x1x3^4"
"n",4.6,33,"(Intercept)|x3|x1^2|x1x2|x2^2|x1x3|x1^3|x1^2x2|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,34,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4"
"n",4.6,35,"(Intercept)|x3|x1^2|x2^2|x2x3|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,36,"(Intercept)|x1|x2|x3|x1^2|x2^2|x2x3|x3^2|x1^3|x1x2^2|x2^3|x1^2x3|x1x2x3|x2^2x3|x2x3^2|x3^3|x1^3x2|x1^2x2^2|x1x2^3|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^4x2|x1^2x2^3|x2^5|x1^4x3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1x2^2x3^2|x2^3x3^2|x1^2x3^3|x1x2x3^3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^4x3|x2^4x3|x2^2x3^3"
"n",4.6,37,"(Intercept)|x1|x3|x1^2|x2^2|x2x3|x3^2|x2^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^3x3|x3^4|x1^2x2^2x3|x1x2^2x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4|x1^2x3^3"
"n",4.6,38,"(Intercept)|x2|x3|x1^2|x2^2|x3^2|x1^2x2|x1^2x3|x1x2x3|x2^2x3|x2x3^2|x3^3|x1^4|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x1x3^3|x2x3^3|x1^4x2|x1^2x2^3|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1^2x3^3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3|x1^2x2^3|x1^2x2^2x3|x2^2x3^3"
"n",4.6,39,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^3x3|x1^2x3^2|x1^2x2^2x3|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x2^2x3"
"n",4.6,40,"(Intercept)|x1|x2|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^3|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x2x3^2|x3^3|x1^4|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^2x2^3|x1^4x3|x1^2x2^2x3|x2^4x3|x1x2^2x3^2|x1^2x3^3|x1x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,41,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2^2x3^2|x3^4|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,42,"(Intercept)|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x1^3|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^4x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,43,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,44,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,45,"(Intercept)|x1|x2|x3|x1^2|x2^2|x1x3|x3^2|x1^2x2|x2^3|x1^2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^4|x1^2x2^2|x1x2^3|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x3^3|x3^5","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,46,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x1x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,47,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3|x1x2^2x3^2","(Intercept)|x1|x3|x1^2|x2^2|x1x3|x3^2|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3|x1x2^2x3^2"
"n",4.6,48,"(Intercept)|x1|x2|x3|x1^2|x1x2|x2^2|x1x3|x3^2|x1^2x2|x1x2^2|x2^3|x1^2x3|x2^2x3|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x2x3^3|x1^4x2|x1^2x2^3|x1x2^4|x2^5|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^3x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,49,"(Intercept)|x1|x2|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x1^3|x1^2x2|x1x2^2|x2^3|x1^2x3|x1x2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^4|x1^3x2|x1^2x2^2|x1x2^3|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^4x2|x1^3x2^2|x2^5|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x2^3x3^2|x1^2x3^3|x2x3^4|x3^5","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3|x2^3x3|x2^2x3^2|x1^2x2x3^2|x2^3x3^2"
"n",4.6,50,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^4|x1^3x3|x1^2x2x3|x1^2x3^2|x1x3^3|x1^4x2|x1^4x3|x1^2x2^2x3|x1^3x3^2|x1^2x2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3"
"n",4.6,51,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,52,"(Intercept)|x1|x2|x3|x1^2|x2^2|x2x3|x3^2|x1^2x2|x1x2x3|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3|x1x2^2x3^2","(Intercept)|x1|x2|x3|x1^2|x2^2|x3^2|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x1^4x3|x1^2x2^2x3|x2^4x3|x1x2^2x3^2"
"n",4.6,53,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x2^2x3|x2^4x3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,54,"(Intercept)|x1|x3|x1^2|x2^2|x1^3|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x1x2^3x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,55,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x1x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,56,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"n",4.6,57,"(Intercept)|x2|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x1^3|x1^2x3|x1x2x3|x2^2x3|x1^3x2|x1^2x2^2|x1x2^3|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^4x2|x1^2x2^3|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1x2^2x3^2|x1x3^4|x3^5","(Intercept)|x2|x3|x1^2|x1x2|x2^2|x1x3|x3^2|x1^3|x1^2x3|x1x2x3|x2^2x3|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x2^3x3|x2^2x3^2|x1x3^3|x3^4|x1^4x2|x1^2x2^3|x1^4x3|x2^4x3|x1^3x3^2|x1x2^2x3^2|x1x3^4|x3^5"
"n",4.6,58,"(Intercept)|x1|x3|x1^2|x2^2|x2x3|x1^3|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^2x3","(Intercept)|x1|x3|x1^2|x2^2|x2x3|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4"
"n",4.6,59,"(Intercept)|x3|x1^2|x2^2|x2x3|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
