"system","sweep","arm","x","success"
"thomas","snr","OLS-Ridge",15,0.23
"thomas","snr","OLS-Ridge",16,0.4
"thomas","snr","OLS-Ridge",17,0.5
"thomas","snr","OLS-Ridge",18,0.59
"thomas","snr","OLS-Ridge",19,0.67
"thomas","snr","OLS-Ridge",20,0.79
"thomas","snr","OLS-Ridge",21,0.85
"thomas","snr","OLS-Ridge",22,0.85
"thomas","snr","OLS-Ridge",23,0.91
"thomas","snr","OLS-Ridge",24,0.92
"thomas","snr","OLS-Ridge",25,0.95
"thomas","snr","OLS-Ridge",26,0.94
"thomas","snr","OLS-Ridge",27,0.97
"thomas","snr","OLS-Ridge",28,0.96
"thomas","snr","OLS-Ridge",29,0.96
"thomas","snr","OLS-Ridge",30,0.98
"thomas","snr","OLS-Ridge",31,0.99
"thomas","snr","OLS-Ridge",32,1
"thomas","snr","OLS-Ridge",33,1
"thomas","snr","OLS-Ridge",34,1
"thomas","snr","OLS-Ridge",35,1
"thomas","snr","OLS-Ridge",36,1
"thomas","snr","OLS-Ridge",37,1
"thomas","snr","OLS-Ridge",38,1
"thomas","snr","OLS-Ridge",39,1
"thomas","snr","OLS-Ridge",40,1
"thomas","snr","OLS-Ridge",41,1
"thomas","snr","OLS-Ridge",42,1
"thomas","snr","OLS-Ridge",43,1
"thomas","snr","OLS-Ridge",44,1
"thomas","snr","OLS-Ridge",45,1
"thomas","snr","OLS-Ridge",46,1
"thomas","snr","OLS-Ridge",47,1
"thomas","snr","OLS-Ridge",48,1
"thomas","snr","OLS-Ridge",49,1
"thomas","snr","OLS-Ridge",50,1
"thomas","snr","OLS-Ridge",51,1
"thomas","snr","OLS-Ridge",52,1
"thomas","snr","OLS-Ridge",53,1
"thomas","snr","OLS-Ridge",54,1
"thomas","snr","OLS-Ridge",55,1
"thomas","snr","OLS-Ridge",56,1
"thomas","snr","OLS-Ridge",57,1
"thomas","snr","OLS-Ridge",58,1
"thomas","snr","OLS-Ridge",59,1
"thomas","snr","OLS-Ridge",60,1
"thomas","snr","OLS-Ridge",61,1
"thomas","snr","OLS-Ridge",Inf,1
"thomas","snr","OLS-OLS",1,0
"thomas","snr","OLS-OLS",2,0
"thomas","snr","OLS-OLS",3,0
"thomas","snr","OLS-OLS",4,0
"thomas","snr","OLS-OLS",5,0
"thomas","snr","OLS-OLS",6,0
"thomas","snr","OLS-OLS",7,0
"thomas","snr","OLS-OLS",8,0
"thomas","snr","OLS-OLS",9,0
"thomas","snr","OLS-OLS",10,0.02
"thomas","snr","OLS-OLS",11,0.09
"thomas","snr","OLS-OLS",12,0.17
"thomas","snr","OLS-OLS",13,0.28
"thomas","snr","OLS-OLS",14,0.4
"thomas","snr","OLS-OLS",15,0.49
"thomas","snr","OLS-OLS",16,0.61
"thomas","snr","OLS-OLS",17,0.69
"thomas","snr","OLS-OLS",18,0.71
"thomas","snr","OLS-OLS",19,0.78
"thomas","snr","OLS-OLS",20,0.78
"thomas","snr","OLS-OLS",21,0.74
"thomas","snr","OLS-OLS",22,0.79
"thomas","snr","OLS-OLS",23,0.8
"thomas","snr","OLS-OLS",24,0.8
"thomas","snr","OLS-OLS",25,0.81
"thomas","snr","OLS-OLS",26,0.8
"thomas","snr","OLS-OLS",27,0.81
"thomas","snr","OLS-OLS",28,0.79
"thomas","snr","OLS-OLS",29,0.8
"thomas","snr","OLS-OLS",30,0.83
"thomas","snr","OLS-OLS",31,0.85
"thomas","snr","OLS-OLS",32,0.88
"thomas","snr","OLS-OLS",33,0.9
"thomas","snr","OLS-OLS",34,0.92
"thomas","snr","OLS-OLS",35,0.92
"thomas","snr","OLS-OLS",36,0.96
"thomas","snr","OLS-OLS",37,0.94
"thomas","snr","OLS-OLS",38,0.97
"thomas","snr","OLS-OLS",39,0.93
"thomas","snr","OLS-OLS",40,0.93
"thomas","snr","OLS-OLS",41,0.97
"thomas","snr","OLS-OLS",42,0.98
"thomas","snr","OLS-OLS",43,0.96
"thomas","snr","OLS-OLS",44,0.98
"thomas","snr","OLS-OLS",45,0.99
"thomas","snr","OLS-OLS",46,1
"thomas","snr","OLS-OLS",47,0.99
"thomas","snr","OLS-OLS",48,0.99
"thomas","snr","OLS-OLS",49,0.96
"thomas","snr","OLS-OLS",50,0.99
"thomas","snr","OLS-OLS",51,0.96
"thomas","snr","OLS-OLS",52,0.97
"thomas","snr","OLS-OLS",53,0.99
"thomas","snr","OLS-OLS",54,1
"thomas","snr","OLS-OLS",55,1
"thomas","snr","OLS-OLS",56,0.99
"thomas","snr","OLS-OLS",57,1
"thomas","snr","OLS-OLS",58,0.99
"thomas","snr","OLS-OLS",59,0.98
"thomas","snr","OLS-OLS",60,0.98
"thomas","snr","OLS-OLS",61,0.97
"thomas","snr","OLS-OLS",Inf,1
"thomas","snr","Ridge-Ridge",1,0
"thomas","snr","Ridge-Ridge",2,0
"thomas","snr","Ridge-Ridge",3,0
"thomas","snr","Ridge-Ridge",4,0
"thomas","snr","Ridge-Ridge",5,0
"thomas","snr","Ridge-Ridge",6,0
"thomas","snr","Ridge-Ridge",7,0
"thomas","snr","Ridge-Ridge",8,0
"thomas","snr","Ridge-Ridge",9,0
"thomas","snr","Ridge-Ridge",10,0
"thomas","snr","Ridge-Ridge",11,0
"thomas","snr","Ridge-Ridge",12,0.05
"thomas","snr","Ridge-Ridge",13,0.1
"thomas","snr","Ridge-Ridge",14,0.19
"thomas","snr","Ridge-Ridge",15,0.33
"thomas","snr","Ridge-Ridge",16,0.51
"thomas","snr","Ridge-Ridge",17,0.65
"thomas","snr","Ridge-Ridge",18,0.72
"thomas","snr","Ridge-Ridge",19,0.78
"thomas","snr","Ridge-Ridge",20,0.79
"thomas","snr","Ridge-Ridge",21,0.86
"thomas","snr","Ridge-Ridge",22,0.88
"thomas","snr","Ridge-Ridge",23,0.91
"thomas","snr","Ridge-Ridge",24,0.94
"thomas","snr","Ridge-Ridge",25,0.96
"thomas","snr","Ridge-Ridge",26,0.98
"thomas","snr","Ridge-Ridge",27,0.99
"thomas","snr","Ridge-Ridge",28,0.99
"thomas","snr","Ridge-Ridge",29,1
"thomas","snr","Ridge-Ridge",30,1
"thomas","snr","Ridge-Ridge",31,1
"thomas","snr","Ridge-Ridge",32,1
"thomas","snr","Ridge-Ridge",33,1
"thomas","snr","Ridge-Ridge",34,1
"thomas","snr","Ridge-Ridge",35,1
"thomas","snr","Ridge-Ridge",36,1
"thomas","snr","Ridge-Ridge",37,1
"thomas","snr","Ridge-Ridge",38,1
"thomas","snr","Ridge-Ridge",39,1
"thomas","snr","Ridge-Ridge",40,1
"thomas","snr","Ridge-Ridge",41,1
"thomas","snr","Ridge-Ridge",42,1
"thomas","snr","Ridge-Ridge",43,1
"thomas","snr","Ridge-Ridge",44,1
"thomas","snr","Ridge-Ridge",45,1
"thomas","snr","Ridge-Ridge",46,1
"thomas","snr","Ridge-Ridge",47,1
"thomas","snr","Ridge-Ridge",48,1
"thomas","snr","Ridge-Ridge",49,1
"thomas","snr","Ridge-Ridge",50,1
"thomas","snr","Ridge-Ridge",51,1
"thomas","snr","Ridge-Ridge",52,1
"thomas","snr","Ridge-Ridge",53,1
"thomas","snr","Ridge-Ridge",54,1
"thomas","snr","Ridge-Ridge",55,1
"thomas","snr","Ridge-Ridge",56,1
"thomas","snr","Ridge-Ridge",57,1
"thomas","snr","Ridge-Ridge",58,1
"thomas","snr","Ridge-Ridge",59,1
"thomas","snr","Ridge-Ridge",60,1
"thomas","snr","Ridge-Ridge",61,1
"thomas","snr","Ridge-Ridge",Inf,1
"thomas","snr","Single OLS",1,0
"thomas","snr","Single OLS",2,0
"thomas","snr","Single OLS",3,0
"thomas","snr","Single OLS",4,0
"thomas","snr","Single OLS",5,0
"thomas","snr","Single OLS",6,0
"thomas","snr","Single OLS",7,0
"thomas","snr","Single OLS",8,0
"thomas","snr","Single OLS",9,0
"thomas","snr","Single OLS",10,0
"thomas","snr","Single OLS",11,0
"thomas","snr","Single OLS",12,0
"thomas","snr","Single OLS",13,0.02
"thomas","snr","Single OLS",14,0.01
"thomas","snr","Single OLS",15,0.03
"thomas","snr","Single OLS",16,0.07
"thomas","snr","Single OLS",17,0.13
"thomas","snr","Single OLS",18,0.21
"thomas","snr","Single OLS",19,0.21
"thomas","snr","Single OLS",20,0.23
"thomas","snr","Single OLS",21,0.24
"thomas","snr","Single OLS",22,0.35
"thomas","snr","Single OLS",23,0.38
"thomas","snr","Single OLS",24,0.42
"thomas","snr","Single OLS",25,0.41
"thomas","snr","Single OLS",26,0.4
"thomas","snr","Single OLS",27,0.41
"thomas","snr","Single OLS",28,0.44
"thomas","snr","Single OLS",29,0.48
"thomas","snr","Single OLS",30,0.45
"thomas","snr","Single OLS",31,0.51
"thomas","snr","Single OLS",32,0.47
"thomas","snr","Single OLS",33,0.51
"thomas","snr","Single OLS",34,0.5
"thomas","snr","Single OLS",35,0.51
"thomas","snr","Single OLS",36,0.54
"thomas","snr","Single OLS",37,0.61
"thomas","snr","Single OLS",38,0.64
"thomas","snr","Single OLS",39,0.66
"thomas","snr","Single OLS",40,0.67
"thomas","snr","Single OLS",41,0.65
"thomas","snr","Single OLS",42,0.69
"thomas","snr","Single OLS",43,0.72
"thomas","snr","Single OLS",44,0.75
"thomas","snr","Single OLS",45,0.78
"thomas","snr","Single OLS",46,0.79
"thomas","snr","Single OLS",47,0.8
"thomas","snr","Single OLS",48,0.84
"thomas","snr","Single OLS",49,0.85
"thomas","snr","Single OLS",50,0.85
"thomas","snr","Single OLS",51,0.84
"thomas","snr","Single OLS",52,0.84
"thomas","snr","Single OLS",53,0.82
"thomas","snr","Single OLS",54,0.87
"thomas","snr","Single OLS",55,0.86
"thomas","snr","Single OLS",56,0.9
"thomas","snr","Single OLS",57,0.91
"thomas","snr","Single OLS",58,0.86
"thomas","snr","Single OLS",59,0.87
"thomas","snr","Single OLS",60,0.86
"thomas","snr","Single OLS",61,0.82
"thomas","snr","Single OLS",Inf,1
"thomas","snr","Single Ridge",1,0
"thomas","snr","Single Ridge",2,0
"thomas","snr","Single Ridge",3,0
"thomas","snr","Single Ridge",4,0
"thomas","snr","Single Ridge",5,0
"thomas","snr","Single Ridge",6,0
"thomas","snr","Single Ridge",7,0
"thomas","snr","Single Ridge",8,0
"thomas","snr","Single Ridge",9,0
"thomas","snr","Single Ridge",10,0
"thomas","snr","Single Ridge",11,0
"thomas","snr","Single Ridge",12,0
"thomas","snr","Single Ridge",13,0
"thomas","snr","Single Ridge",14,0
"thomas","snr","Single Ridge",15,0
"thomas","snr","Single Ridge",16,0
"thomas","snr","Single Ridge",17,0.02
"thomas","snr","Single Ridge",18,0.05
"thomas","snr","Single Ridge",19,0.06
"thomas","snr","Single Ridge",20,0.15
"thomas","snr","Single Ridge",21,0.24
"thomas","snr","Single Ridge",22,0.37
"thomas","snr","Single Ridge",23,0.61
"thomas","snr","Single Ridge",24,0.69
"thomas","snr","Single Ridge",25,0.81
"thomas","snr","Single Ridge",26,0.83
"thomas","snr","Single Ridge",27,0.91
"thomas","snr","Single Ridge",28,0.95
"thomas","snr","Single Ridge",29,0.97
"thomas","snr","Single Ridge",30,0.98
"thomas","snr","Single Ridge",31,0.99
"thomas","snr","Single Ridge",32,0.99
"thomas","snr","Single Ridge",33,0.99
"thomas","snr","Single Ridge",34,1
"thomas","snr","Single Ridge",35,1
"thomas","snr","Single Ridge",36,1
"thomas","snr","Single Ridge",37,1
"thomas","snr","Single Ridge",38,1
"thomas","snr","Single Ridge",39,1
"thomas","snr","Single Ridge",40,1
"thomas","snr","Single Ridge",41,1
"thomas","snr","Single Ridge",42,1
"thomas","snr","Single Ridge",43,1
"thomas","snr","Single Ridge",44,1
"thomas","snr","Single Ridge",45,1
"thomas","snr","Single Ridge",46,1
"thomas","snr","Single Ridge",47,1
"thomas","snr","Single Ridge",48,1
"thomas","snr","Single Ridge",49,1
"thomas","snr","Single Ridge",50,1
"thomas","snr","Single Ridge",51,1
"thomas","snr","Single Ridge",52,1
"thomas","snr","Single Ridge",53,1
"thomas","snr","Single Ridge",54,1
"thomas","snr","Single Ridge",55,1
"thomas","snr","Single Ridge",56,1
"thomas","snr","Single Ridge",57,1
"thomas","snr","Single Ridge",58,1
"thomas","snr","Single Ridge",59,1
"thomas","snr","Single Ridge",60,1
"thomas","snr","Single Ridge",61,1
"thomas","snr","Single Ridge",Inf,1
